,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
"DAIHATSU
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-4FCCES
VIN №*",,,,2009,4WD,2.8 FSI / Avant 2.8 FSI quattro,,,,,,,,,,,,CCE,,,,2800,,,,8.1,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,N/D,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,0.5,,,1.0,
,ABA-4FCAJS ABA-4FCAJA,,,,2009,4WD,3.0 TFSI / Avant 3.0 TFSI quattro S-line Supercharger (incl. S-line),,,,,,,,,,,,CAJ,,,,3000,,,,8.1,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,N/D,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,0.5,,,1.0,
,"ABA-4FCCEA
VIN №*",,,,2010,4WD,2.8 FSI / Avant 2.8 FSI quattro,,,,,,,,,,,,CCE,,,,2800,,,,8.1,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,N/D,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,0.5,,,1.0,
,"ABA-4FCAJA
VIN №*",,,,2010,4WD,"3.0 TFSI / Avant 3.0 TFSI quattro S-line Supercharger (incl. S-line /
S-line Plus)",,,,,,,,,,,,CAJ,,,,3000,,,,8.1,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,N/D,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,0.5,,,1.0,
,"ABA-4GCHVS
VIN №*",,,,2011,4WD,2.8 FSI quattro 7 Fast S Tronic,,,,,,,,,,,,CHV,,,,2800,,,,6.75,,MJ-210,MJ-112,,,,,DCT,,,7.0,,,,,,SP,,,,,SP,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,4.5,,,*0.85/0.9,
,"ABA-4GCGWS
VIN №*",,,,2011,4WD,3.0 TFSI quattro 7 Fast S Tronic Supercharger,,,,,,,,,,,,CGW,,,,3000,,,,6.75,,MJ-210,MJ-112,,,,,DCT,,,7.0,,,,,,SP,,,,,SP,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,4.5,,,*0.85/0.9,
,DAA-4GCHJS,,,,2012,2WD,Hybrid Turbo,,,,,,,,,,,,CHJ-EAFA,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,,,,,
,"ABA-4GCHVS
VIN №*",,,,2012,4WD,2.8 FSI quattro 7 Fast S Tronic,,,,,,,,,,,,CHVA CNYA,,,,2800,,,,6.5,,MJ-210,MJ-112,,,,,DCT,,,"4.5
/7.0",,,,,,SP,,,,,SP,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,4.5,,,*0.85/0.9,
,VIN №*,,,,2012,4WD,3.0 TFSI quattro 7 Fast S Tronic Supercharger,,,,,,,,,,,,CGWD CGXB,,,,3000,,,,6.5,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,*0.85/0.9,
,"ABA-4GCGWS
VIN №*",,,,2012,4WD,3.0 TFSI quattro 7 Fast S Tronic Supercharger,,,,,,,,,,,,CGWD CGXB,,,,3000,,,,6.5,,MJ-210,MJ-112,,,,,DCT,,,"4.5
/7.0",,,,,,SP,,,,,,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,*0.85/0.9,
,VIN №*,,,,2012,4WD,Allroad 3.0 TDI quattro,,,,,,,,,,,,CDU CKV,,,,3000,,,,6.4,,,MJ-210,,,,,DCT,,,"4.5
/7.0",,,,,,SP,,,,,,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*0.85/0.9,
,"DBA-4GCDN
VIN №*",,,,2014,2WD,Avant / 2.0 TFSI Turbo,,,,,,,,,,,,CAEA CDNC,,,,2000,,,,5.0,,MJ-210,MJ-112,,,,,CVT,,,"5.5
(8.0)",,,,,,MJ-329,MJ-410,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,,,,,
,VIN №*,,,,2014,2WD,Avant / 2.0 TFSI Turbo,,,,,,,,,,,,CAEA CDNC,,,,2000,,,,5.0,,MJ-210,MJ-112,,,,,MT,,,4.0,,,,,,MJ-441,,,,,,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,0.9,
,"DBA-4GCGWB
VIN №*",,,,2014,4WD,Allroad Quattro Super Charger 4WD,,,,,,,,,,,,CGWD CGXB,,,,3000,,,,6.5,,MJ-210,MJ-112,,,,,DCT,,,"4.5
/7.0",,,,,,SP,,,,,,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,*0.85/0.9,
DAIHATSU,,,HONDA,,,INFINITI,,,ISUZU,,,,,,,,,LEXUS,,,MAZDA,,,,,,,MITSUBISHI,,,NISSAN,,,,,SUBARU,,,,,,SUZUKI,,,,,TOYOTA,,,,,,IMPORTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-4GCYG
VIN №*",,,,2015,2WD,1.8 TFSI Turbo,,,,,,,,,,,,CYGA,,,,1800,,,,4.6,,MJ-210,MJ-112,,,,,DCT,,,"3.5
/3.8",,,,,,SP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-4GCYG
VIN №*",,,,2015,2WD,1.8 TFSI Turbo,,,,,,,,,,,,CYGA,,,,1800,,,,4.6,,MJ-210,MJ-112,,,,,MT,,,4.0,,,,,,SP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,,
A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-4GCGWS
VIN №*",,,,2011,4WD,Sportback 3.0 TFSI quattro 7 Fast S Tronic Supercharger,,,,,,,,,,,,CGW,,,,3000,,,,8.1,,MJ-210,MJ-112,,,,,DCT,,,7.0,,,,,,SP,,,,,SP,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,4.5,,,*0.85/0.9,
A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-4EBPKF
VIN №*",,,,2008,4WD,3.2 FSI quattro,,,,,,,,,,,,BPK,,,,3200,,,,6.3,,MJ-210,MJ-112,,,,,AT,,,N/D,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,0.55,,,0.9,
,ABA-4EBVJF ABA-4EBVJL,,,,2008,4WD,4.2 FSI / L 4.2 FSI quattro,,,,,,,,,,,,BVJ,,,,4200,,,,8.8,,MJ-210,MJ-112,,,,,AT,,,N/D,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,0.9,
,"ABA-4EBHTF
VIN №*",,,,2008,4WD,L 6.0 quattro,,,,,,,,,,,,BHT,,,,6000,,,,12.5,,MJ-210,MJ-112,,,,,AT,,,10.8,,,,,,MJ-309,SP,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.2,,,,1.2,,,1.5,
,"ABA-4HCGWF
VIN №*",,,,2010,4WD,3.0 TFSI quattro,,,,,,,,,,,,CGW,,,,3000,,,,8.1,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,0.9,
,ABA-4HCDRF ABA-4HCDRL,,,,2010,4WD,4.2 FSI / L 4.2 FSI quattro,,,,,,,,,,,,CDR,,,,4200,,,,7.7,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,*0.9/0.9,
,"ABA-4HCEJL
VIN №*",,,,2011,4WD,L W12 6.3 FSI quattro,,,,,,,,,,,,CEJ,,,,6300,,,,6.8,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,*0.9/0.9,
Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-8UCPSF
VIN №*",,,,2012,4WD,2.0 TFSI Quattro 211 PS 7 Speed S Tronic Turbo 4WD,,,,,,,,,,,,CPSA,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,DCT,,,7.0,,,,,,MJ-351,,,,,MJ-410,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,0.9,,,*0.72/1.0,
,"ABA-8UCCZF
VIN №*",,,,2013,4WD,"2.0 TFSI Q,uattro 170 PS Turbo 4WD",,,,,,,,,,,,CCZC,,,,2000,,,,4.5,,MJ-210,MJ-112,,,,,DCT,,,7.0,,,,,,MJ-351,,,,,MJ-410,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,0.9,,,*0.72/1.0,
,VIN №*,,,,2013,4WD,"2.0 TFSI Q,uattro 170 PS Turbo 4WD",,,,,,,,,,,,CCZC,,,,2000,,,,4.5,,MJ-210,MJ-112,,,,,MT,,,2.3,,,,,,MJ-420,,,,,MJ-410,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,0.9,,,*0.72/1.0,
DAIHATSU,,,HONDA,,,INFINITI,,,ISUZU,,,,,,,,,LEXUS,,,MAZDA,,,,,,,MITSUBISHI,,,NISSAN,,,,,SUBARU,,,,,,SUZUKI,,,,,TOYOTA,,,,,,IMPORTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-8UCHP
VIN №*",,,,2014,2WD,1.4TFSI Turbo,,,,,,,,,,,,CHPB,,,,1400,,,,4.0,,MJ-210,MJ-112,,,,,DCT,,,6.9,,,,,,MJ-351,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,,
,VIN №*,,,,2014,2WD,1.4TFSI Turbo,,,,,,,,,,,,CHPB,,,,1400,,,,4.0,,MJ-210,MJ-112,,,,,MT,,,2.4,,,,,,MJ-420,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-8UCTSF
VIN №*",,,,2014,4WD,RS Q3 Turbo 4WD,,,,,,,,,,,,CTSA,,,,2500,,,,6.8,,,MJ-210,,,,,DCT,,,7.0,,,,,,MJ-351,,,,,MJ-410,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,*0.72/1.0,
,ABA-8UCZD,,,,2015,2WD,1.4 TFSI Sport Turbo,,,,,,,,,,,,CZDB,,,,1400,,,,4.0,,MJ-210,MJ-112,,,,,DCT,,,6.9,,,,,,MJ-351,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,,
,VIN №*,,,,2015,2WD,1.4 TFSI Sport Turbo,,,,,,,,,,,,CZDB,,,,1400,,,,4.0,,MJ-210,MJ-112,,,,,MT,,,2.4,,,,,,MJ-420,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,,
,VIN №*,,,,2015,2WD,1.4 TFSI 150 PS Turbo,,,,,,,,,,,,CZEA,,,,1400,,,,4.0,,,MJ-210,,,,,DCT,,,6.9,,,,,,MJ-351,,,,,,,,,
,VIN №*,,,,2015,2WD,1.4 TFSI 150 PS Turbo,,,,,,,,,,,,CZEA,,,,1400,,,,4.0,,,MJ-210,,,,,MT,,,2.4,,,,,,MJ-420,,,,,,,,,
,"ABA-8UCULB
VIN №*",,,,2015,4WD,2.0 TFSI Quattro 180 PS Turbo 4WD,,,,,,,,,,,,CULB,,,,2000,,,,5.7,,MJ-210,MJ-112,,,,,DCT,,,7.0,,,,,,MJ-351,,,,,MJ-410,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,0.9,,,*0.72/1.0,
,"ABA-8UCULC
VIN №*",,,,2015,4WD,2.0 TFSI Quattro 220 PS Turbo 4WD,,,,,,,,,,,,CULC,,,,2000,,,,5.7,,MJ-210,MJ-112,,,,,DCT,,,7.0,,,,,,MJ-351,,,,,MJ-410,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,0.9,,,*0.72/1.0,
,"ABA-8UCZGF
VIN №*",,,,2015,4WD,RS Q3 Turbo 4WD,,,,,,,,,,,,CZGA,,,,2500,,,,6.8,,,MJ-210,,,,,DCT,,,7.0,,,,,,MJ-351,,,,,MJ-410,,,*/MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,*0.72/1.0,
Q5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-8RCDNF
VIN №*",,,,2009,4WD,"Sportback 2.0 TFSI quattro 7 Fast S
Tronic Turbo",,,,,,,,,,,,CDN,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,DCT,,,7.0,,,,,,SP,,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,4.2-5.0,,,0.9,
,VIN №*,,,,2009,4WD,Sportback 2.0 TFSI quattro Turbo,,,,,,,,,,,,CDN,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,0.9,
,VIN №*,,,,2009,4WD,Sportback 2.0 TFSI quattro Turbo,,,,,,,,,,,,CDN,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,MT,,,4.5,,,,,,SP,,,,,,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,0.9,
DAIHATSU,,,HONDA,,,INFINITI,,,ISUZU,,,,,,,,,LEXUS,,,MAZDA,,,,,,,MITSUBISHI,,,NISSAN,,,,,SUBARU,,,,,,SUZUKI,,,,,TOYOTA,,,,,,IMPORTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ABA-8RCALF
VIN №*",,,,2009,4WD,"Sportback 3.2 TFSI quattro 7 Fast S
Tronic Turbo",,,,,,,,,,,,CAL,,,,3200,,,,6.2,,MJ-210,MJ-112,,,,,DCT,,,7.5,,,,,,SP,,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,5.0,,,1.0,
,VIN №*,,,,2009,4WD,Sportback 3.2 TFSI quattro Turbo,,,,,,,,,,,,CAL,,,,3200,,,,6.2,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,1.0,
,"ABA-8RCDNF
VIN №*",,,,2010,4WD,"Sportback 2.0 TFSI quattro 7 Fast S
Tronic Turbo",,,,,,,,,,,,CDN,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,DCT,,,7.0,,,,,,SP,,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,4.2-5.0,,,0.9,
,VIN №*,,,,2010,4WD,Sportback 2.0 TFSI quattro Turbo,,,,,,,,,,,,CDN,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,0.9,
,VIN №*,,,,2010,4WD,Sportback 2.0 TFSI quattro Turbo,,,,,,,,,,,,CDN,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,MT,,,4.5,,,,,,SP,,,,,,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,0.9,
,"ABA-8RCALF
VIN №*",,,,2010,4WD,"Sportback 3.2 TFSI quattro 7 Fast S
Tronic Turbo",,,,,,,,,,,,CAL,,,,3200,,,,6.2,,MJ-210,MJ-112,,,,,DCT,,,7.5,,,,,,SP,,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,5.0,,,1.0,
,VIN №*,,,,2010,4WD,Sportback 3.2 TFSI quattro Turbo,,,,,,,,,,,,CAL,,,,3200,,,,6.2,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,1.0,
,ABA-8RCNCF,,,,2012,4WD,2.0 TFSI Quattro Turbo 4WD,,,,,,,,,,,,CNCF,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,0.9,
,VIN №*,,,,2012,4WD,2.0 TFSI Quattro Turbo 4WD,,,,,,,,,,,,CNCD,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,0.9,
,VIN №*,,,,2012,4WD,2.0 TFSI Quattro Turbo 4WD,,,,,,,,,,,,CNCD,,,,2000,,,,4.6,,MJ-210,MJ-112,,,,,MT,,,4.5,,,,,,SP,,,,,,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,,,,,,,,0.9,
,"ABA-8RCTVF
VIN №*",,,,2012,4WD,3.0 TFSI Quattro Super Charger 4WD,,,,,,,,,,,,CTV,,,,3000,,,,6.8,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.1,,,,1.0,,,0.9,
,"DAA-8RCHJF
VIN №*",,,,2013,4WD,Hybrid Quattro Turbo 4WD,,,,,,,,,,,,CHJ-EAFA,,,,2000,,,,4.5,,,MJ-112,,,,,AT,,,8.6,,,,,,MJ-309,MJ-410,,,,SP,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.0,,,,1.0,,,0.9,
,VIN №*,,,,2013,4WD,Q5 3.0 TDI quattro,,,,,,,,,,,,CTBA,,,,3000,,,,6.4,,,MJ-210,,,,,DCT,,,"4.5
/7.0",,,,,,SP,,,,,,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,
DAIHATSU,,,HONDA,,,INFINITI,,,ISUZU,,,,,,,,,LEXUS,,,MAZDA,,,,,,,MITSUBISHI,,,NISSAN,,,,,SUBARU,,,,,,SUZUKI,,,,,TOYOTA,,,,,,IMPORTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABA-4LBHKS ABA-4LBHKA,,,,2007,4WD,3.6 FSI quattro Standard / Air sus- pension,,,,,,,,,,,,BHK,,,,3600,,,,6.9,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,MJ-323,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.0,,,,0.85,,,1.25,
,VIN №*,,,,2007,4WD,3.6 FSI quattro Standard,,,,,,,,,,,,BHK,,,,3600,,,,6.9,,MJ-210,MJ-112,,,,,MT,,,1.9,,,,,,SP,MJ-410,,,,MJ-323,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.0,,,,0.85,,,1.25,
,ABA-4LBHKS ABA-4LBHKA,,,,2009,4WD,3.6 FSI quattro Standard / Air sus- pension,,,,,,,,,,,,BHK,,,,3600,,,,6.9,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,MJ-323,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.0,,,,0.85,,,1.25,
,VIN №*,,,,2009,4WD,3.6 FSI quattro Standard,,,,,,,,,,,,BHK,,,,3600,,,,6.9,,MJ-210,MJ-112,,,,,MT,,,1.9,,,,,,SP,MJ-410,,,,MJ-323,,,MJ-410,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-107,,,,,,,,,,,,,,,1.0,,,,0.85,,,1.25,
,ABA-4LBARS ABA-4LBARA,,,,2009,4WD,4.2 FSI quattro (incl Air suspension equipped car),,,,,,,,,,,,BAR,,,,4200,,,,9.1,,MJ-210,MJ-112,,,,,AT,,,9.0,,,,,,MJ-309,MJ-410,,,,MJ-323,,,MJ-410,
